application_number,sponsor_name,brand_name,product_number,reference_drug,active_ingredients,referenced_standard,dosage_form,route,marketing_status
ANDA077383,CIPLA LTD,CARBOPLATIN,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA077416,RANBAXY,RISPERIDONE,001,No,,,SOLUTION,ORAL,None (Tentative Approval)
ANDA077421,LANNETT CO INC,LORATADINE,001,No,,No,SYRUP,ORAL,Over-the-counter
ANDA077428,NATCO PHARMA,LAMOTRIGINE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077428,NATCO PHARMA,LAMOTRIGINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077428,NATCO PHARMA,LAMOTRIGINE,004,No,,No,TABLET,ORAL,Discontinued
ANDA077428,NATCO PHARMA,LAMOTRIGINE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077429,RANBAXY,NEVIRAPINE,001,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA077436,APOTEX,FLUNISOLIDE,001,No,,No,"SPRAY, METERED",NASAL,Discontinued
ANDA077450,FRESENIUS KABI USA,OCTREOTIDE ACETATE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA077450,FRESENIUS KABI USA,OCTREOTIDE ACETATE,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA077454,ANI PHARMS,HYDROCODONE BITARTRATE AND IBUPROFEN,001,No,,No,TABLET,ORAL,Discontinued
NDA017571,BOEHRINGER INGELHEIM,ALUPENT,001,No,,No,SYRUP,ORAL,Discontinued
ANDA077463,STRIDES PHARMA INTL,NATEGLINIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA077463,STRIDES PHARMA INTL,NATEGLINIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA077467,TEVA PHARMS,NATEGLINIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077467,TEVA PHARMS,NATEGLINIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA017575,BAYER HLTHCARE,DTIC-DOME,001,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA017575,BAYER HLTHCARE,DTIC-DOME,002,Yes,,No,INJECTABLE,INJECTION,Discontinued
ANDA077492,OHM LABS INC,VALSARTAN,004,No,,No,TABLET,ORAL,Prescription
ANDA077492,OHM LABS INC,VALSARTAN,002,No,,No,TABLET,ORAL,Prescription
ANDA077492,OHM LABS INC,VALSARTAN,003,No,,No,TABLET,ORAL,Prescription
ANDA077492,OHM LABS INC,VALSARTAN,001,No,,No,TABLET,ORAL,Prescription
ANDA077512,AIPING PHARM INC,ESCITALOPRAM OXALATE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077512,AIPING PHARM INC,ESCITALOPRAM OXALATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077512,AIPING PHARM INC,ESCITALOPRAM OXALATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077537,AUROBINDO PHARMA,GLYBURIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077537,AUROBINDO PHARMA,GLYBURIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077537,AUROBINDO PHARMA,GLYBURIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077559,CIPLA,ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE,001,No,,No,SOLUTION,INHALATION,Prescription
ANDA077570,HIKMA,FLUTICASONE PROPIONATE,001,No,,No,"SPRAY, METERED",NASAL,Discontinued
ANDA077582,AM REGENT,ONDANSETRON HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA077624,QUAGEN,GLIMEPIRIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077624,QUAGEN,GLIMEPIRIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077624,QUAGEN,GLIMEPIRIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077626,LUPIN,RAMIPRIL,003,No,,No,CAPSULE,ORAL,Prescription
ANDA077626,LUPIN,RAMIPRIL,001,No,,No,CAPSULE,ORAL,Prescription
ANDA077626,LUPIN,RAMIPRIL,004,No,,Yes,CAPSULE,ORAL,Prescription
ANDA077626,LUPIN,RAMIPRIL,002,No,,No,CAPSULE,ORAL,Prescription
ANDA077633,ZYDUS PHARMS USA,LAMOTRIGINE,005,No,,No,TABLET,ORAL,Prescription
ANDA077633,ZYDUS PHARMS USA,LAMOTRIGINE,003,No,,No,TABLET,ORAL,Prescription
ANDA077633,ZYDUS PHARMS USA,LAMOTRIGINE,001,No,,No,TABLET,ORAL,Prescription
ANDA077633,ZYDUS PHARMS USA,LAMOTRIGINE,006,No,,No,TABLET,ORAL,Prescription
ANDA077633,ZYDUS PHARMS USA,LAMOTRIGINE,004,No,,No,TABLET,ORAL,Prescription
ANDA077633,ZYDUS PHARMS USA,LAMOTRIGINE,002,No,,No,TABLET,ORAL,Prescription
ANDA077637,RISING,ZONISAMIDE,003,No,,No,CAPSULE,ORAL,Discontinued
ANDA077637,RISING,ZONISAMIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA077637,RISING,ZONISAMIDE,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA077651,GLENMARK PHARMS,ZONISAMIDE,001,No,,No,CAPSULE,ORAL,Prescription
ANDA077651,GLENMARK PHARMS,ZONISAMIDE,002,No,,No,CAPSULE,ORAL,Prescription
ANDA077651,GLENMARK PHARMS,ZONISAMIDE,003,No,,No,CAPSULE,ORAL,Prescription
ANDA077654,GLENMARK PHARMS LTD,CITALOPRAM HYDROBROMIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077654,GLENMARK PHARMS LTD,CITALOPRAM HYDROBROMIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077654,GLENMARK PHARMS LTD,CITALOPRAM HYDROBROMIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA017607,OTSUKA ICU MEDCL,DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,001,Yes,,No,INJECTABLE,INJECTION,Prescription
ANDA077701,DR REDDYS LABS LTD,CIPROFLOXACIN EXTENDED RELEASE,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA077701,DR REDDYS LABS LTD,CIPROFLOXACIN EXTENDED RELEASE,001,No,,Yes,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA077705,MYLAN,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077705,MYLAN,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077708,SANKALP LIFECARE,CILOSTAZOL,001,No,,No,TABLET,ORAL,Discontinued
ANDA077708,SANKALP LIFECARE,CILOSTAZOL,002,No,,No,TABLET,ORAL,Discontinued
ANDA077712,STRIDES PHARMA INTL,OXYCODONE HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Prescription
ANDA077712,STRIDES PHARMA INTL,OXYCODONE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA077712,STRIDES PHARMA INTL,OXYCODONE HYDROCHLORIDE,005,No,,No,TABLET,ORAL,Prescription
ANDA077712,STRIDES PHARMA INTL,OXYCODONE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA077712,STRIDES PHARMA INTL,OXYCODONE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA077719,PHARM ASSOC,RISPERIDONE,001,No,,No,SOLUTION,ORAL,Discontinued
ANDA077722,CHARTWELL RX,CILOSTAZOL,001,No,,No,TABLET,ORAL,Prescription
ANDA077756,IMPAX LABS INC,LEVALBUTEROL HYDROCHLORIDE,003,No,,No,SOLUTION,INHALATION,Prescription
ANDA077756,IMPAX LABS INC,LEVALBUTEROL HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Prescription
ANDA077756,IMPAX LABS INC,LEVALBUTEROL HYDROCHLORIDE,002,No,,No,SOLUTION,INHALATION,Prescription
ANDA077764,RISING,APRACLONIDINE HYDROCHLORIDE,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Prescription
ANDA077766,CHARTWELL RX,SIMVASTATIN,005,No,,No,TABLET,ORAL,Discontinued
ANDA077766,CHARTWELL RX,SIMVASTATIN,003,No,,No,TABLET,ORAL,Discontinued
ANDA077766,CHARTWELL RX,SIMVASTATIN,001,No,,No,TABLET,ORAL,Discontinued
ANDA077766,CHARTWELL RX,SIMVASTATIN,004,No,,No,TABLET,ORAL,Discontinued
ANDA077766,CHARTWELL RX,SIMVASTATIN,002,No,,No,TABLET,ORAL,Discontinued
ANDA077781,APOTEX INC,GALANTAMINE HYDROBROMIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077781,APOTEX INC,GALANTAMINE HYDROBROMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077781,APOTEX INC,GALANTAMINE HYDROBROMIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077795,HIKMA,OXCARBAZEPINE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077795,HIKMA,OXCARBAZEPINE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077795,HIKMA,OXCARBAZEPINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077812,AUROBINDO PHARMA,CITALOPRAM HYDROBROMIDE,001,No,,No,SOLUTION,ORAL,Prescription
NDA017628,ORTHO MCNEIL JANSSEN,TOLECTIN 600,002,Yes,,No,TABLET,ORAL,Discontinued
NDA017628,ORTHO MCNEIL JANSSEN,TOLECTIN,001,Yes,,No,TABLET,ORAL,Discontinued
ANDA077821,MIRROR PHARMS,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,001,No,,No,TABLET,ORAL,Discontinued
ANDA077843,IMPAX LABS INC,CABERGOLINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077845,SCIEGEN PHARMS,DICLOFENAC SODIUM,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ANDA077851,NATCO PHARMA LTD,ONDANSETRON HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA077851,NATCO PHARMA LTD,ONDANSETRON HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA077855,NESHER PHARMS,MORPHINE SULFATE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA077855,NESHER PHARMS,MORPHINE SULFATE,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA077858,RISING,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,001,No,,No,TABLET,ORAL,Prescription
ANDA077904,CIPLA,PRAVASTATIN SODIUM,004,No,,No,TABLET,ORAL,Prescription
ANDA077904,CIPLA,PRAVASTATIN SODIUM,002,No,,No,TABLET,ORAL,Prescription
ANDA077904,CIPLA,PRAVASTATIN SODIUM,003,No,,No,TABLET,ORAL,Prescription
ANDA077904,CIPLA,PRAVASTATIN SODIUM,001,No,,No,TABLET,ORAL,Prescription
ANDA077908,HOSPIRA,PROPOFOL,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA077910,AUROBINDO PHARMA,BISOPROLOL FUMARATE,001,No,,No,TABLET,ORAL,Prescription
ANDA077910,AUROBINDO PHARMA,BISOPROLOL FUMARATE,002,No,,No,TABLET,ORAL,Prescription
ANDA077915,HOSPIRA,IRINOTECAN HYDROCHLORIDE,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA077915,HOSPIRA,IRINOTECAN HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA077925,ROXANE,MELOXICAM,001,No,,No,TABLET,ORAL,Discontinued
ANDA077925,ROXANE,MELOXICAM,002,No,,No,TABLET,ORAL,Discontinued
ANDA077966,HIKMA FARMACEUTICA,MILRINONE LACTATE,001,No,,Yes,INJECTABLE,INJECTION,Prescription
ANDA077969,PHARMOBEDIENT,IRBESARTAN AND HYDROCHLOROTHIAZIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077969,PHARMOBEDIENT,IRBESARTAN AND HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077969,PHARMOBEDIENT,IRBESARTAN AND HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077974,SUN PHARM INDS LTD,AMLODIPINE BESYLATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA077974,SUN PHARM INDS LTD,AMLODIPINE BESYLATE,003,No,,No,TABLET,ORAL,Discontinued
ANDA077974,SUN PHARM INDS LTD,AMLODIPINE BESYLATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA077980,CIPLA LIMITED,LAMIVUDINE,001,No,,,SOLUTION,ORAL,None (Tentative Approval)
ANDA077981,CIPLA LTD,ZIDOVUDINE,001,No,,No,SOLUTION,ORAL,Prescription
ANDA077993,ROXANE,OLANZAPINE,001,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA078009,ZYDUS PHARMS USA INC,LAMOTRIGINE,003,No,,No,"TABLET, FOR SUSPENSION",ORAL,Prescription
ANDA078009,ZYDUS PHARMS USA INC,LAMOTRIGINE,001,No,,,"TABLET, CHEWABLE",ORAL,Prescription
ANDA078009,ZYDUS PHARMS USA INC,LAMOTRIGINE,002,No,,No,"TABLET, FOR SUSPENSION",ORAL,Prescription
ANDA078016,MYLAN PHARMS INC,ZOLPIDEM TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA078016,MYLAN PHARMS INC,ZOLPIDEM TARTRATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA078022,EXTROVIS,PROPRANOLOL HYDROCHLORIDE,004,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA078022,EXTROVIS,PROPRANOLOL HYDROCHLORIDE,002,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA078022,EXTROVIS,PROPRANOLOL HYDROCHLORIDE,003,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA078022,EXTROVIS,PROPRANOLOL HYDROCHLORIDE,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
NDA017658,TEVA BRANDED PHARM,LOXITANE C,001,No,,No,CONCENTRATE,ORAL,Discontinued
ANDA078055,SUN PHARM INDS LTD,ZOLPIDEM TARTRATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA078055,SUN PHARM INDS LTD,ZOLPIDEM TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA078067,SANDOZ,SUMATRIPTAN SUCCINATE,002,No,,No,INJECTABLE,SUBCUTANEOUS,Discontinued
ANDA078067,SANDOZ,SUMATRIPTAN SUCCINATE,001,No,,No,INJECTABLE,SUBCUTANEOUS,Discontinued
NDA017667,GE HEALTHCARE,MPI STANNOUS DIPHOSPHONATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078086,HIKMA,DEFEROXAMINE MESYLATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078086,HIKMA,DEFEROXAMINE MESYLATE,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078092,RISING,ALBUTEROL SULFATE,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA078092,RISING,ALBUTEROL SULFATE,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA078104,PERRIGO PHARMA INTL,TRIAMCINOLONE ACETONIDE,001,No,,No,"SPRAY, METERED",NASAL,Discontinued
ANDA078104,PERRIGO PHARMA INTL,TRIAMCINOLONE ACETONIDE,002,No,,No,"SPRAY, METERED",NASAL,Over-the-counter
ANDA078113,HIKMA,MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078113,HIKMA,MILRINONE LACTATE IN DEXTROSE 5% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078134,HIKMA PHARMS,LAMOTRIGINE,003,No,,No,TABLET,ORAL,Discontinued
ANDA078134,HIKMA PHARMS,LAMOTRIGINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA078134,HIKMA PHARMS,LAMOTRIGINE,004,No,,No,TABLET,ORAL,Discontinued
ANDA078134,HIKMA PHARMS,LAMOTRIGINE,002,No,,No,TABLET,ORAL,Discontinued
ANDA078141,PH HEALTH,MIDAZOLAM HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078141,PH HEALTH,MIDAZOLAM HYDROCHLORIDE,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078147,HIKMA PHARMS,ZALEPLON,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA078147,HIKMA PHARMS,ZALEPLON,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA078149,MPP PHARMA,"BUTALBITAL, ASPIRIN AND CAFFEINE",001,No,,No,CAPSULE,ORAL,Prescription
ANDA078156,DR REDDYS,PAMIDRONATE DISODIUM,003,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078156,DR REDDYS,PAMIDRONATE DISODIUM,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078156,DR REDDYS,PAMIDRONATE DISODIUM,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078162,COSETTE,HALOBETASOL PROPIONATE,001,No,,Yes,CREAM,TOPICAL,Prescription
ANDA078170,GLENMARK PHARMS LTD,METFORMIN HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA078170,GLENMARK PHARMS LTD,METFORMIN HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA078170,GLENMARK PHARMS LTD,METFORMIN HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA078197,BAXTER HLTHCARE CORP,GRANISETRON HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA007336,3M,VERILOID,003,No,,No,TABLET,ORAL,Discontinued
NDA007336,3M,VERILOID,002,No,,No,TABLET,ORAL,Discontinued
ANDA078214,LANNETT,DANAZOL,001,No,,,CAPSULE,ORAL,Prescription
ANDA078214,LANNETT,DANAZOL,002,No,,,CAPSULE,ORAL,Prescription
ANDA078233,COSETTE,CICLOPIROX,001,No,,No,SOLUTION,TOPICAL,Discontinued
ANDA078239,ZYDUS PHARMS USA INC,DIVALPROEX SODIUM,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA078239,ZYDUS PHARMS USA INC,DIVALPROEX SODIUM,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA078241,ROXANE,SUMATRIPTAN SUCCINATE,003,No,,No,TABLET,ORAL,Discontinued
ANDA078241,ROXANE,SUMATRIPTAN SUCCINATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA078241,ROXANE,SUMATRIPTAN SUCCINATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA078245,LUPIN LTD,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA078245,LUPIN LTD,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA078245,LUPIN LTD,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA078252,INFORLIFE,CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078252,INFORLIFE,CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078269,RISING,RISPERIDONE,006,No,,No,TABLET,ORAL,Prescription
ANDA078269,RISING,RISPERIDONE,004,No,,No,TABLET,ORAL,Prescription
ANDA078269,RISING,RISPERIDONE,002,No,,No,TABLET,ORAL,Prescription
ANDA078269,RISING,RISPERIDONE,005,No,,No,TABLET,ORAL,Prescription
ANDA078269,RISING,RISPERIDONE,003,No,,No,TABLET,ORAL,Prescription
ANDA078269,RISING,RISPERIDONE,001,No,,No,TABLET,ORAL,Prescription
ANDA078276,RISING,OLMESARTAN MEDOXOMIL,002,No,,No,TABLET,ORAL,Discontinued
ANDA078276,RISING,OLMESARTAN MEDOXOMIL,003,No,,No,TABLET,ORAL,Discontinued
ANDA078276,RISING,OLMESARTAN MEDOXOMIL,001,No,,No,TABLET,ORAL,Discontinued
ANDA078277,AM REGENT,FOSPHENYTOIN SODIUM,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078281,LANNETT CO INC,PANTOPRAZOLE SODIUM,001,No,,No,"TABLET, DELAYED RELEASE",ORAL,Prescription
ANDA078281,LANNETT CO INC,PANTOPRAZOLE SODIUM,002,No,,No,"TABLET, DELAYED RELEASE",ORAL,Prescription
NDA017693,GE HEALTHCARE,DRYTEC,001,No,,No,SOLUTION,"INTRAVENOUS, ORAL",Discontinued
NDA017693,GE HEALTHCARE,DRYTEC,002,Yes,,No,SOLUTION,"INTRAVENOUS, ORAL",Discontinued
NDA017698,HOSPIRA,STERILE UREA,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078329,STRIDES PHARMA,IBUPROFEN,003,No,,No,TABLET,ORAL,Prescription
ANDA078329,STRIDES PHARMA,IBUPROFEN,001,No,,No,TABLET,ORAL,Prescription
ANDA078329,STRIDES PHARMA,IBUPROFEN,002,No,,No,TABLET,ORAL,Prescription
ANDA078332,AUROBINDO PHARMA,CARVEDILOL,003,No,,No,TABLET,ORAL,Prescription
ANDA078332,AUROBINDO PHARMA,CARVEDILOL,001,No,,No,TABLET,ORAL,Prescription
ANDA078332,AUROBINDO PHARMA,CARVEDILOL,004,No,,No,TABLET,ORAL,Prescription
ANDA078332,AUROBINDO PHARMA,CARVEDILOL,002,No,,No,TABLET,ORAL,Prescription
ANDA078341,AUROBINDO PHARMA,FINASTERIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA078353,ZYDUS PHARMS USA,DESLORATADINE,001,No,,,TABLET,ORAL,None (Tentative Approval)
NDA017701,INTL MEDICATION,LIDOCAINE HYDROCHLORIDE,002,No,,No,INJECTABLE,INJECTION,Discontinued
NDA017701,INTL MEDICATION,LIDOCAINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA078371,ACTAVIS TOTOWA,FINASTERIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA078387,AMNEAL PHARMS NY,ALPRAZOLAM,004,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA078387,AMNEAL PHARMS NY,ALPRAZOLAM,002,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA078387,AMNEAL PHARMS NY,ALPRAZOLAM,003,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA078387,AMNEAL PHARMS NY,ALPRAZOLAM,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Prescription
ANDA078393,FRESENIUS KABI USA,FLUDARABINE PHOSPHATE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078395,RUBICON RESEARCH,DORZOLAMIDE HYDROCHLORIDE,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Prescription
ANDA078400,HIKMA FARMACEUTICA,BUTORPHANOL TARTRATE,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078400,HIKMA FARMACEUTICA,BUTORPHANOL TARTRATE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078406,AUROBINDO PHARMA,PAROXETINE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA078406,AUROBINDO PHARMA,PAROXETINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA078406,AUROBINDO PHARMA,PAROXETINE HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Prescription
ANDA078406,AUROBINDO PHARMA,PAROXETINE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA078416,VINTAGE PHARMS,PREDNISOLONE SODIUM PHOSPHATE,001,No,,No,SOLUTION,ORAL,Discontinued
ANDA078417,SUN PHARM,FOSPHENYTOIN SODIUM,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078419,SANDOZ,TOLTERODINE TARTRATE,002,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA078419,SANDOZ,TOLTERODINE TARTRATE,001,No,,,TABLET,ORAL,None (Tentative Approval)
ANDA078424,LUPIN,LEVOFLOXACIN,001,No,,No,TABLET,ORAL,Prescription
ANDA078424,LUPIN,LEVOFLOXACIN,002,No,,No,TABLET,ORAL,Prescription
ANDA078424,LUPIN,LEVOFLOXACIN,003,No,,No,TABLET,ORAL,Prescription
NDA017716,WARNER CHILCOTT LLC,OVCON-35,001,Yes,,No,TABLET,ORAL-28,Discontinued
ANDA078431,HIKMA FARMACEUTICA,CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078446,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 0.149% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Prescription
NDA017736,SCHERING,PAXIPAM,004,No,,No,TABLET,ORAL,Discontinued
NDA017736,SCHERING,PAXIPAM,003,No,,No,TABLET,ORAL,Discontinued
ANDA078509,STRIDES PHARMA,EFAVIRENZ,001,No,,No,TABLET,ORAL,Discontinued
ANDA078522,FRESENIUS KABI USA,GRANISETRON HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Prescription
NDA017743,ALLERGAN,BREVICON 28-DAY,001,No,,No,TABLET,ORAL-28,Discontinued
ANDA078538,HIKMA,DILTIAZEM HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078540,STRIDES PHARMA INTL,PROPAFENONE HYDROCHLORIDE,002,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription
ANDA078540,STRIDES PHARMA INTL,PROPAFENONE HYDROCHLORIDE,003,No,,Yes,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription
ANDA078540,STRIDES PHARMA INTL,PROPAFENONE HYDROCHLORIDE,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription
NDA017744,LEGACY PHARMA,MOTOFEN HALF-STRENGTH,001,No,,No,TABLET,ORAL,Discontinued
NDA017744,LEGACY PHARMA,MOTOFEN,002,Yes,,Yes,TABLET,ORAL,Prescription
ANDA078551,HERITAGE PHARMA AVET,PRAMIPEXOLE DIHYDROCHLORIDE,005,No,,No,TABLET,ORAL,Discontinued
ANDA078551,HERITAGE PHARMA AVET,PRAMIPEXOLE DIHYDROCHLORIDE,003,No,,No,TABLET,ORAL,Discontinued
ANDA078551,HERITAGE PHARMA AVET,PRAMIPEXOLE DIHYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA078551,HERITAGE PHARMA AVET,PRAMIPEXOLE DIHYDROCHLORIDE,004,No,,No,TABLET,ORAL,Discontinued
ANDA078551,HERITAGE PHARMA AVET,PRAMIPEXOLE DIHYDROCHLORIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA078567,MYLAN PHARMS INC,CICLOPIROX,001,No,,No,SOLUTION,TOPICAL,Discontinued
ANDA078589,ACTAVIS TOTOWA,IRINOTECAN HYDROCHLORIDE,002,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078589,ACTAVIS TOTOWA,IRINOTECAN HYDROCHLORIDE,003,No,,No,INJECTABLE,INJECTION,Prescription
ANDA078589,ACTAVIS TOTOWA,IRINOTECAN HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Prescription
